74 72 59 67 71 85 95 87 59 71 67 73 71 77 68 54 68 73 56 74 56 74 56 75 68 58 86 63 80 84 76 70 71 62 51 89 66 69 75 54 61 71 95 65 77 52 83 64 57 53 72 78 76 78 66 78 61 51 68 56 82 65 78 61 79 63 59 72 59 78 75 64 74 64 77 75 66 50 71 70 77 65 64 67 70 56 72 71 81 64 59 64 67 76 83 65 61 70 76 72
61 70 58 61 70 89 93 75 60 65 70 60 75 74 63 58 77 79 51 76 65 67 59 77 58 53 80 64 74 72 72 69 75 64 53 81 70 81 50 48 53 68 85 60 79 52 81 57 58 53 81 70 71 70 70 61 67 58 67 54 74 76 79 62 62 70 61 66 65 72 73 59 72 65 65 72 56 47 73 71 75 64 69 58 71 61 70 66 78 62 67 69 70 67 89 60 57 65 62 77
67 70 48 64 62 81 83 72 59 79 71 61 70 80 58 50 59 70 65 61 57 62 48 51 54 48 78 61 59 75 68 53 65 69 46 70 62 67 64 54 58 57 74 51 64 47 69 52 59 48 75 71 68 55 62 55 69 48 48 55 70 64 70 60 59 61 62 62 49 79 66 56 67 60 69 65 48 49 65 64 76 55 60 69 66 62 70 61 75 61 56 63 65 71 71 61 59 55 55 71
63 65 56 73 66 78 89 69 63 60 55 57 78 74 55 55 82 67 66 78 55 75 51 60 57 63 82 60 77 72 66 66 67 65 58 67 49 67 68 47 61 65 62 62 71 52 81 58 56 57 68 68 71 66 73 65 71 55 64 67 74 69 60 71 70 67 56 71 56 64 63 54 64 67 70 60 61 51 62 71 62 54 65 66 75 57 73 63 75 69 55 65 70 71 77 58 65 66 71 76
63 63 48 72 62 83 79 70 64 70 76 64 60 65 62 40 66 67 47 58 45 73 52 67 51 51 67 53 65 60 61 48 68 64 47 66 61 72 67 55 53 59 79 60 51 44 68 54 48 48 78 72 70 69 60 56 51 50 65 55 67 72 55 64 62 65 57 64 56 61 54 51 58 52 68 73 63 47 60 69 66 66 61 61 69 50 63 53 74 57 59 54 54 65 79 56 47 45 62 67
54 58 54 45 63 81 82 64 60 66 64 61 58 70 50 50 67 63 51 61 53 66 48 65 46 44 64 51 66 67 57 62 68 57 47 61 58 77 63 50 51 56 81 62 61 45 69 51 48 54 59 62 55 65 58 63 52 44 57 51 61 68 70 61 66 52 55 57 56 67 66 54 57 62 71 60 55 44 57 58 65 59 63 54 67 49 63 57 64 59 55 49 54 65 75 53 42 53 63 61
58 70 49 52 58 82 89 53 44 62 68 59 65 67 51 36 66 71 57 71 47 71 45 61 52 47 65 59 66 69 69 54 57 57 51 66 60 60 61 45 42 57 70 50 58 42 72 41 45 41 70 61 69 61 65 57 49 45 52 56 64 66 57 61 52 60 53 67 60 64 49 51 51 60 58 61 54 45 63 57 68 59 64 65 65 45 58 57 68 49 62 47 53 58 76 55 49 49 54 64
65 75 51 66 67 89 88 82 59 71 73 69 70 72 56 48 77 79 59 73 64 76 39 67 67 53 85 62 66 69 75 61 75 76 54 81 62 79 69 51 62 63 81 70 72 45 75 51 55 59 79 75 70 67 69 73 73 56 61 61 90 75 78 73 68 63 57 59 66 84 71 70 72 63 81 76 64 52 70 86 69 61 72 64 72 72 78 71 69 67 71 69 69 74 82 66 67 72 74 78
59 69 52 65 64 84 96 63 64 73 73 73 72 73 62 57 67 74 49 74 61 76 47 65 64 63 75 66 70 70 72 59 69 71 53 70 67 84 68 54 61 62 79 69 64 50 79 54 55 52 75 67 79 59 69 68 62 53 67 64 77 67 74 71 77 68 57 63 60 73 60 55 64 61 74 65 67 48 71 75 74 63 65 59 77 58 78 71 62 68 60 63 62 70 77 63 55 64 61 68
60 60 45 49 63 79 78 61 52 60 67 63 55 65 49 41 66 60 57 68 48 60 47 62 50 39 70 65 70 69 69 58 67 65 50 70 55 60 63 42 48 49 80 59 60 40 71 47 51 47 67 58 67 57 57 62 50 46 57 55 67 67 68 70 62 54 53 69 48 64 62 51 61 57 58 64 65 43 58 63 62 53 62 48 67 46 52 63 74 52 54 50 52 58 76 49 53 62 61 71
53 57 43 52 61 69 59 56 46 52 71 47 56 65 57 37 65 68 45 62 48 60 48 60 50 43 55 51 58 61 59 53 55 49 50 59 49 71 59 42 50 48 72 49 62 40 56 47 38 45 66 63 61 58 61 55 54 59 53 57 56 62 58 68 58 44 52 59 57 60 50 55 65 46 66 57 50 42 53 67 52 48 52 41 56 48 59 50 64 41 50 53 50 58 82 43 44 48 64 65
60 56 47 57 50 72 79 59 38 56 51 50 60 66 46 37 56 60 39 52 50 54 45 48 44 38 56 46 52 59 56 52 51 52 46 63 50 57 58 49 55 61 60 49 49 46 63 53 47 36 54 54 53 53 48 51 44 33 51 52 55 58 53 52 56 47 46 54 52 60 55 42 49 43 67 48 50 42 53 60 69 47 42 51 48 42 60 53 63 52 38 49 58 52 59 46 40 44 55 53
68 72 65 71 76 86 105 78 63 82 63 73 80 83 67 59 80 81 58 83 72 74 52 62 64 54 92 66 71 81 68 65 81 70 61 76 66 83 61 56 67 66 92 57 75 55 88 64 64 63 77 72 76 68 62 73 71 49 74 61 73 69 74 66 61 66 66 62 64 76 74 58 60 70 70 72 60 53 74 81 78 66 71 74 73 65 76 68 78 68 54 67 77 79 83 67 67 72 71 79
55 68 45 64 67 76 88 61 55 66 58 61 52 64 53 37 62 49 40 44 42 58 39 49 51 56 70 50 66 66 50 44 46 61 53 62 55 61 57 41 53 52 68 50 48 37 75 52 45 47 65 66 57 54 60 59 50 42 52 55 72 64 62 58 64 52 55 72 43 71 68 56 55 55 57 51 45 49 60 62 53 56 64 52 56 42 67 47 63 52 46 54 52 50 68 40 51 43 56 62
68 67 54 63 62 91 89 75 64 69 71 68 74 77 52 49 53 69 55 65 54 68 49 62 45 48 76 56 68 69 67 56 73 81 54 70 58 76 49 51 60 57 79 60 67 43 78 57 61 47 70 65 67 68 59 67 68 40 67 49 69 71 74 59 61 58 63 62 58 72 67 57 57 62 72 70 61 46 70 76 70 64 70 61 72 68 61 59 71 62 67 61 65 59 75 63 60 66 60 62
54 44 44 71 63 80 101 68 47 58 66 64 61 71 60 41 70 67 50 65 62 56 43 63 52 53 71 49 67 56 69 54 67 71 51 69 57 70 65 51 66 68 76 66 60 47 69 58 60 57 72 59 65 61 61 65 51 50 71 56 80 65 67 60 67 56 63 50 66 70 66 69 54 49 67 67 61 47 67 72 67 55 57 49 65 53 81 63 56 66 56 58 58 64 72 62 59 61 68 57
47 41 35 45 58 67 71 58 44 49 52 53 51 51 36 32 49 56 45 52 52 57 38 49 42 33 67 50 56 46 55 45 52 54 40 54 43 59 51 41 45 47 66 46 49 36 57 41 35 43 59 50 45 51 53 43 52 37 50 44 63 55 46 52 48 52 44 50 41 53 48 48 45 45 40 50 43 32 59 55 52 44 47 56 51 52 52 43 60 48 55 46 52 48 62 51 47 51 47 57
